pool_id,source_row_id,province,city,issuer_name,label_source,surrogate_status,screening_status,screening_label,exit_type,confidence,source_coverage_score,continued_function_evidence_score,usable_for_llm_screening,usable_for_exit_type_analysis,usable_for_validation_adjustment,formal_event_found,continued_function_found,missing_information,evidence_basis,needs_human_review
master_0017,pilot_sc_001,Sichuan,Chengdu,成都城建投资管理集团有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,3,,true,true,true,true,true,No independent government exit-list document has been collected; the official event is currently based on issuer prospectus compliance language rather than a separate exit-list announcement.,doc_sc_cd_chengtou_2023_mtn3_prospectus; doc_sc_cd_chengtou_2023_mtn3_prospectus,false
master_0018,pilot_sd_003,Shandong,Weifang,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0019,pilot_sn_xian_hightech,Shaanxi,Xian,西安高新控股有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,Exit event is supported by issuer disclosures across 2020 and 2026 rather than by a directly retrieved government exit-list document.,doc_sn_xa_hightech_2026_mtn6_006; doc_sn_xa_hightech_2020_mtn1_005;doc_sn_xa_hightech_2020_mtn1_002,false
master_0020,pilot_zj_004,Zhejiang,Jinhua,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0021,pilot_zj_003,Zhejiang,Wenzhou,温州市名城建设投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,functional_transfer,functional_transfer,medium,3,,true,true,true,true,true,Treat as a corporate-group functional-transfer case unless later sources show a direct list exit by the same legal entity.,doc_zj_wz_mingcheng_2026_mtn2_prospectus; doc_zj_wz_mingcheng_2026_mtn2_prospectus,false
master_0022,pilot_sc_004,Sichuan,Nanchong,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0023,pilot_hn_003,Hunan,Yueyang,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0024,pilot_yn_001,Yunnan,Kunming,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0025,pilot_hn_004,Hunan,Hengyang,衡阳市城市建设投资有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,Original 2020 regulator transfer-out documentation has not yet been collected outside the prospectus.,doc_hn_hy_chengtou_2026_mtn2_prospectus; doc_hn_hy_chengtou_2026_mtn2_prospectus,false
master_0026,pilot_sd_002,Shandong,Qingdao,青岛城市建设投资(集团)有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The current packet relies on issuer disclosures rather than an independent platform-list exit document. The case should be read as nominal exit near the boundary of formal fiscal substitution.,doc_sd_qd_chengtou_2026_mtn2_001; doc_sd_qd_chengtou_2026_mtn2_001,false
master_0027,pilot_yn_003,Yunnan,Yuxi,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0028,pilot_sc_002,Sichuan,Mianyang,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0029,pilot_sd_004,Shandong,Linyi,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0030,pilot_sc_003,Sichuan,Luzhou,泸州市兴泸投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,No independent regulator or local government exit-list document has been collected. The label relies on repeated issuer disclosures and rating evidence rather than a direct platform-list exit notice.,doc_sc_lz_xinglu_2023_mtn1_007;doc_sc_lz_xinglu_2018_mtn1_prospectus; doc_sc_lz_xinglu_2023_mtn1_007;doc_sc_lz_xinglu_2023_mtn1_003;doc_sc_lz_xinglu_2015_bond_prospectus,false
master_0031,pilot_hn_002,Hunan,Zhuzhou,株洲市国有资产投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The final label relies on a 2026 issuer prospectus and legal opinion rather than an independently collected 2013 government exit-list notice. Confidence should rise only if the original Hunan banking-regulator approval or local exit-list document is collected.,doc_hn_zz_guotou_2026_scp1_003; doc_hn_zz_guotou_2026_scp1_005,false
master_0032,pilot_yn_004,Yunnan,Honghe,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0033,pilot_gz_004,Guizhou,Bijie,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0034,pilot_gz_002,Guizhou,Zunyi,遵义道桥建设集团有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_gz_zy_daoqiao_2015_bond_prospectus; doc_gz_zy_daoqiao_2015_bond_rating; doc_gz_zy_daoqiao_2022_tracking_rating; doc_gz_zy_daoqiao_2022_debt_restructuring_media_notice; doc_gz_zy_daoqiao_2023_bank_restructuring_notice,true
master_0035,pilot_yn_002,Yunnan,Qujing,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0036,pilot_js_004,Jiangsu,Xuzhou,徐州市新盛投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,"The current formal event comes from issuer compliance language, not from an independent government exit-list document.",doc_js_xz_xinsheng_2026_mtn6_prospectus; doc_js_xz_xinsheng_2026_mtn6_prospectus,false
master_0037,pilot_gd_004,Guangdong,Zhanjiang,,codex_surrogate,unresolved,source_packet_missing,source_missing,,low,0,0,false,false,false,false,,No usable source text or source notes have been collected for this candidate.,,true
master_0038,pilot_js_003,Jiangsu,Yancheng,盐城市城市资产投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,No separate platform-list exit document has been collected.,doc_js_yc_chengzi_2025_mtn2_prospectus; doc_js_yc_chengzi_2025_mtn2_prospectus,false
master_0039,pilot_gd_002,Guangdong,Shenzhen,深圳市特区建设发展集团有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_gd_sz_tqjf_2025_mtn4_001; doc_gd_sz_tqjf_2025_mtn4_002; doc_gd_sz_tqjf_2025_mtn4_003; doc_gd_sz_tqjf_2025_mtn4_004; doc_gd_sz_tqjf_2025_mtn4_005; doc_gd_sz_tqjf_2025_mtn4_008,true
master_0040,pilot_gz_003,Guizhou,Liupanshui,六盘水市开发投资有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_gz_lps_kaitou_2016_bond_prospectus; doc_gz_lps_kaitou_2016_bond_rating; doc_gz_lps_kaitou_2022_tracking_rating,true
master_0041,expand_zj_yuyao_chengtou,Zhejiang,Yuyao,余姚市城市建设投资发展有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,No independent platform-list exit document has been collected. Historical-capacity metrics for this added Yuyao target still need to be merged into the candidate capacity file.,doc_zj_yuyao_chengtou_2026_mtn1_001; doc_zj_yuyao_chengtou_2026_mtn1_001;doc_zj_yuyao_chengtou_2026_mtn1_004,false
master_0042,expand_js_taizhou_jindong,Jiangsu,Taizhou,泰州市金东城市建设投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,functional_transfer,functional_transfer,medium,4,,true,true,true,true,true,No independent platform-list exit document has been collected. Historical-capacity metrics for this added Taizhou target still need to be merged into the candidate capacity file.,doc_js_tz_jindong_2026_mtn1_002; doc_js_tz_jindong_2026_mtn1_002,false
master_0043,expand_hlj_harbin_chengtou,Heilongjiang,Harbin,哈尔滨市城市建设投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,The original 2019 CBIRC category-change document was not independently retrieved in this pass; the direct exit-list evidence comes from the 2026 issuer prospectus.,doc_hlj_hrb_chengtou_2026_mtn1_003; doc_hlj_hrb_chengtou_2026_mtn1_003,false
master_0044,expand_hb_xiaogan_chengtou,Hubei,Xiaogan,孝感市城市建设投资公司,human_gold_standard,not_surrogate,gold_standard_exit_type,functional_transfer,functional_transfer,medium,4,,true,true,true,true,true,No independent platform-list exit document was retrieved; the label relies on prospectus and legal-opinion disclosures.,doc_hb_xg_chengtou_2026_mtn2_004; doc_hb_xg_chengtou_2026_mtn2_004;doc_hb_xg_chengtou_2026_mtn2_001,false
master_0045,expand_tj_jinghai_chengtou,Tianjin,Jinghai,天津市静海城市基础设施建设投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,The original 2011 Tianjin banking-regulator exit notice was not collected directly; the direct exit evidence is quoted in the 2026 prospectus.,doc_tj_jh_chengtou_2026_mtn1_002; doc_tj_jh_chengtou_2026_mtn1_007;doc_tj_jh_chengtou_2026_mtn1_008,false
master_0046,expand_jx_zhanggong_jiantou,Jiangxi,Ganzhou Zhanggong,赣州市章贡区建设投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,No independent regulator or local government platform-list exit document has been collected. The formal event relies on issuer and legal-opinion compliance language.,doc_jx_zg_jiantou_2026_mtn1_003; doc_jx_zg_jiantou_2026_mtn1_005;doc_jx_zg_jiantou_2026_mtn1_001,false
master_0047,expand_zj_wenling_guotou,Zhejiang,Wenling,温岭市国有资产投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,functional_transfer,functional_transfer,medium,3,,true,true,true,true,true,No independent platform-list exit document or rating report has been collected for this case. The label relies on issuer prospectus and legal-opinion disclosures.,doc_zj_wl_guotou_2026_mtn2_005; doc_zj_wl_guotou_2026_mtn2_003,false
master_0048,expand_js_yixing_chengfa,Jiangsu,Yixing,宜兴市城市发展投资有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,functional_transfer,functional_transfer,medium,3,,true,true,true,true,true,No independent platform-list exit document or rating report has been collected. The label relies on prospectus and legal-opinion disclosures.,doc_js_yx_chengfa_2026_mtn1_003; doc_js_yx_chengfa_2026_mtn1_004,false
master_0049,expand_fj_fuzhou_guozi,Fujian,Fuzhou,福州国有资本投资运营集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,functional_transfer,functional_transfer,medium,4,,true,true,true,true,true,"No independent platform-list exit document has been collected. The formal event is a 2022 SASAC-approved name, scope, and asset reorganization rather than an explicit financing-platform-list exit notice.",doc_fj_fz_guozi_2026_scp1_006; doc_fj_fz_guozi_2026_scp1_004;doc_fj_fz_guozi_2026_scp1_002,false
master_0050,expand_js_zhenjiang_industry,Jiangsu,Zhenjiang,镇江产业投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,3,,true,true,true,true,true,The original 2023 municipal reorganization notice has not been collected directly. The formal event and functional evidence rely on the 2026 prospectus and legal opinion.,doc_js_zhenjiang_industry_2026_cp3_003; doc_js_zhenjiang_industry_2026_cp3_005,false
master_0051,expand_js_jiangning_guozi,Jiangsu,Nanjing Jiangning,南京江宁国有资产经营集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,The original regulator or local government document recognizing the stripping of government financing functions has not been collected directly; the formal event is based on prospectus compliance language.,doc_js_jiangning_guozi_2026_mtn1_004; doc_js_jiangning_guozi_2026_mtn1_008,false
master_0052,expand_js_changshu_invest,Jiangsu,Changshu,常熟市投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,functional_transfer,functional_transfer,medium,3,,true,true,true,true,true,Only the prospectus and legal opinion were locally extracted in this pass. A rating report or local government document should be collected before raising confidence.,doc_js_changshu_invest_2026_mtn3_001; doc_js_changshu_invest_2026_mtn3_002,false
master_0053,sch_20260630_0151,Hebei,Shijiazhuang,石家庄市交通投资开发有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The formal event is inferred from post-2015 compliance and finance-bureau consultation language in an issuer prospectus rather than from an independently collected government exit-list notice.,doc_sch_20260630_0151_001; doc_sch_20260630_0151_001;doc_sch_20260630_0151_006,false
master_0054,sch_20260630_0052,Jiangsu,Nanjing,南京市交通建设投资控股(集团)有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a specialized municipal transportation infrastructure group rather than a generic urban construction platform. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected administrative exit-list notice.,doc_sch_20260630_0052_007; doc_sch_20260630_0052_001;doc_sch_20260630_0052_008,false
master_0055,sch_20260630_0019,Jiangsu,Haian,江苏腾海投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a county-level development-zone platform under Haian rather than a prefecture-level city investment group. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected administrative platform-list exit notice.,doc_sch_20260630_0019_007; doc_sch_20260630_0019_003;doc_sch_20260630_0019_006,false
master_0056,sch_20260630_0142,Jiangsu,Gaochun,江苏高淳国际慢城文化旅游产业投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a district-level cultural-tourism and infrastructure platform under Nanjing rather than a generic prefecture-level urban construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected administrative platform-list exit notice.,doc_sch_20260630_0142_003; doc_sch_20260630_0142_006;doc_sch_20260630_0142_005,false
master_0057,sch_20260630_0068,Zhejiang,Jiaxing,嘉兴市嘉秀发展投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a district-level platform inside Jiaxing rather than a generic prefecture-level urban construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected administrative platform-list exit notice. The June 24 and June 22 disclosures are treated as repeated disclosures rather than separate gold-standard cases.,doc_sch_20260630_0068_003; doc_sch_20260630_0068_004,false
master_0058,expand_gx_nanning_chengtou,Guangxi,Nanning,南宁城市建设投资集团有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The prospectus contains both January 1 2015 and August 2018 versions of the no-new-local-government-debt compliance date. The final coding treats 2018 as the issuer-specific compliance date because the later legal-compliance section states that date directly. The source packet does not include an independent administrative exit-list document.,doc_gx_nanning_chengtou_2023_cp_prospectus; doc_gx_nanning_chengtou_2025_rating,false
master_0059,expand_ah_suzhou_chengtou,Anhui,Suzhou,宿州市城市建设投资集团(控股)有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The current packet relies on issuer disclosures and audit reports from the 2026 issuance page rather than an independently collected local-government exit-list document.,doc_ah_suzhou_chengtou_2026_mtn3_005; doc_ah_suzhou_chengtou_2026_mtn3_002;doc_ah_suzhou_chengtou_2026_mtn3_007,false
master_0060,expand_hb_huangshi_chengfa,Hubei,Huangshi,黄石市城市发展投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,3,,true,true,true,true,true,The legal opinion and several audit reports in this packet were not machine-readable in the current extraction pass; the label relies mainly on the prospectus and issuance-plan files.,doc_hb_huangshi_chengfa_2026_cp8_001; doc_hb_huangshi_chengfa_2026_cp8_003;doc_hb_huangshi_chengfa_2026_cp8_005;doc_hb_huangshi_chengfa_2026_cp8_008,false
master_0061,expand_js_yancheng_chengnan,Jiangsu,Yancheng,盐城市城南新区开发建设投资有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The formal event is supported by legal opinion and prospectus disclosures rather than an independently collected local-government exit-list document.,doc_js_yancheng_chengnan_2026_mtn2_003; doc_js_yancheng_chengnan_2026_mtn2_005;doc_js_yancheng_chengnan_2026_mtn2_007,false
master_0062,expand_js_suzhou_xiangcheng,Jiangsu,Suzhou Xiangcheng,苏州市相城城市建设投资(集团)有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The packet relies on issuer and legal-opinion disclosures from a 2026 issuance page rather than an independent platform-list exit document.,doc_js_suzhou_xiangcheng_2026_scp3_008; doc_js_suzhou_xiangcheng_2026_scp3_004,false
master_0063,expand_sd_linyi_chengtou,Shandong,Linyi,临沂城市建设投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,"Several audit documents in the packet were not machine-readable; the label relies on the prospectus, legal opinion, and the readable 2025 audit report.",doc_sd_linyi_chengtou_2026_cp2_004; doc_sd_linyi_chengtou_2026_cp2_005;doc_sd_linyi_chengtou_2026_cp2_006,false
master_0064,expand_jx_jian_chengtou,Jiangxi,Ji'an,吉安市城市建设投资开发有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,"No independent platform-list exit document has been collected; formal status is supported by the legal opinion, prospectus, and rating disclosures.",doc_jx_jian_chengtou_2026_cp1_002; doc_jx_jian_chengtou_2026_cp1_005;doc_jx_jian_chengtou_2026_cp1_003,false
master_0065,expand_hen_luoyang_chengxiang,Henan,Luoyang,洛阳城乡建设投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The strongest formal-exit language comes from prospectus and legal-opinion disclosures rather than a directly collected local government platform-list document.,doc_hen_luoyang_chengxiang_2026_cp2_010; doc_hen_luoyang_chengxiang_2026_cp2_007,false
master_0066,expand_js_zhangjiagang_chengtou,Jiangsu,Zhangjiagang,张家港市城市投资发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The packet relies on 2026 issuance and legal-opinion disclosures rather than a directly collected local government exit-list announcement. Two scanned documents were not machine-readable in this pass.,doc_js_zhangjiagang_chengtou_2026_scp2_005; doc_js_zhangjiagang_chengtou_2026_scp2_004,false
master_0067,expand_tj_jinnan_chengtou,Tianjin,Tianjin Jinnan,天津津南城市建设投资有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,"The legal opinion also notes that the issuer belonged to the national government-debt audit platform list and the original CBRC platform list, so this is not a clean independent exit-list case. Confidence should rise only after collecting a direct transfer-out or exit-list document.",doc_tj_jinnan_chengtou_2026_scp6_009; doc_tj_jinnan_chengtou_2026_scp6_006,false
master_0068,expand_ah_luan_chengtou,Anhui,Lu'an,六安城市建设投资有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The formal event is inferred from issuer/legal-opinion compliance language rather than a separately collected local platform-list exit document. Several financial-report files were scanned and not machine-readable.,doc_ah_luan_chengtou_2026_scp3_001; doc_ah_luan_chengtou_2026_scp3_007,false
master_0069,expand_js_taizhou_chengtou,Jiangsu,Taizhou,泰州市城市建设投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The formal transformation language comes from 2026 legal-opinion and prospectus disclosures rather than a directly collected local reorganization notice. One financial statement was not machine-readable.,doc_js_taizhou_chengtou_2026_scp5_007; doc_js_taizhou_chengtou_2026_scp5_001,false
master_0070,expand_jx_jingdezhen_chengtou,Jiangxi,Jingdezhen,景德镇市城市建设投资集团有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The packet relies on 2026 issuer and legal-opinion disclosures rather than an independently collected local platform-list exit document. Several downloaded files were not machine-readable in this pass.,doc_jx_jingdezhen_chengtou_2026_cp1_006; doc_jx_jingdezhen_chengtou_2026_cp1_005,false
